#{"t_start": 1744768078.8782742, "env_id": "merge-v0"}
r,l,t
6.126609,8,63.68753
4.767168,6,63.746336
10.139875,12,63.864515
5.838889,7,63.933246
5.719721,7,64.002137
6.590098,8,64.082433
3.984815,5,64.131369
5.719721,7,64.201204
3.900098,5,64.251096
10.491873,14,64.388847
3.947389,5,64.438299
9.820628,12,64.557546
5.838889,7,64.626834
3.821325,5,64.677247
6.571325,8,64.759312
10.139875,12,64.880607
10.167653,12,64.997714
11.34577,14,65.138562
10.139875,12,65.256625
4.794946,6,65.315565
5.861111,7,65.384202
4.767168,6,65.443461
10.012379,12,65.561204
10.563375,12,65.680338
10.223208,12,65.799835
3.914788,5,65.848959
5.719721,7,65.917265
10.139875,12,66.034961
11.34577,14,66.175934
3.088889,4,66.215386
10.139875,12,66.333712
3.088889,4,66.373436
10.139875,12,66.492202
5.838889,7,66.561505
3.867875,5,66.611255
13.245123,16,66.767084
5.780723,7,66.836436
10.139875,12,66.953905
5.673431,7,67.025134
10.139875,12,67.144149
3.886388,5,67.193833
5.653128,7,67.264607
4.831454,6,67.323447
4.816765,6,67.382691
4.002945,5,67.432791
3.886388,5,67.482989
3.861648,5,67.533077
10.139875,12,67.650551
9.943157,12,67.768097
4.845814,6,67.826142
3.984815,5,67.875273
5.593005,7,67.942402
3.830387,5,67.991838
3.930526,5,68.041734
4.756764,6,68.10055
5.747499,7,68.169882
4.033333,5,68.219158
4.790258,6,68.277881
4.778315,6,68.336461
5.748121,7,68.404963
6.580387,8,68.484118
6.0,7,68.555369
4.85861,6,68.616276
3.930526,5,68.667516
4.756764,6,68.728516
3.984815,5,68.778591
3.830387,5,68.828365
10.139875,12,68.946615
5.734703,7,69.016278
4.784542,6,69.075444
4.774832,6,69.134523
5.76386,7,69.202849
3.886388,5,69.252815
5.818148,7,69.32145
3.930526,5,69.370769
3.111111,4,69.410361
5.818148,7,69.479171
11.01927,13,69.60987
4.778315,6,69.669276
5.838889,7,69.738927
10.139875,12,69.85855
3.914788,5,69.907639
5.79879,7,69.975876
2.983431,4,70.016048
10.167653,12,70.133227
5.977778,7,70.201584
6.571325,8,70.282537
3.930526,5,70.332526
5.706925,7,70.40177
4.756764,6,70.462235
10.139875,12,70.581237
9.055571,11,70.692967
3.068148,4,70.73251
5.838889,7,70.801525
3.873592,5,70.851292
3.068148,4,70.891301
4.756764,6,70.950284
3.076568,4,70.9919
10.139875,12,71.114353
10.139875,12,71.234275
3.04879,4,71.274363
10.139875,12,71.392549
10.167653,12,71.512506
5.719721,7,71.581814
5.748121,7,71.650602
5.694982,7,71.72046
10.167653,12,71.839327
3.984815,5,71.888478
6.580387,8,71.968199
10.59577,13,72.097628
4.816765,6,72.156182
10.139875,12,72.274613
6.653882,8,72.356125
4.822724,6,72.416175
10.167653,12,72.535288
5.683835,7,72.604332
5.706925,7,72.673689
3.01386,4,72.713875
6.590098,8,72.795712
3.984815,5,72.845518
3.886388,5,72.895303
4.803054,6,72.955452
3.914788,5,73.005392
5.733431,7,73.074749
3.088889,4,73.11481
4.790258,6,73.174623
4.005556,5,73.223755
5.733431,7,73.293771
5.861111,7,73.363305
11.583349,14,73.506361
3.914788,5,73.556141
3.914788,5,73.605286
3.01386,4,73.645921
5.748121,7,73.716121
9.791519,12,73.835397
5.76386,7,73.905339
5.673431,7,73.974857
4.756764,6,74.034713
4.027778,5,74.083852
4.747054,6,74.142944
6.656057,8,74.22363
5.719721,7,74.293535
3.947389,5,74.34357
6.41074,8,74.421308
3.086278,4,74.46155
5.748121,7,74.530719
4.747054,6,74.590248
6.110257,8,74.667687
6.600501,8,74.748375
6.600501,8,74.829364
3.111111,4,74.869615
10.563375,12,74.987959
10.19543,12,75.10645
5.694982,7,75.177038
6.856225,9,75.264839
6.706925,8,75.345856
3.030723,4,75.385787
5.706925,7,75.454734
10.139875,12,75.571899
4.747054,6,75.631631
5.780723,7,75.701604
8.277794,10,75.802646
4.737991,6,75.863046
5.818148,7,75.931756
5.711613,7,76.001758
6.052165,8,76.08102
3.840098,5,76.13236
10.223208,12,76.255532
4.845814,6,76.317739
3.947389,5,76.368209
3.166667,4,76.408781
3.830387,5,76.459996
10.167653,12,76.581024
3.04879,4,76.622115
3.965457,5,76.67282
4.784542,6,76.733329
5.780723,7,76.804603
10.139875,12,76.926972
10.139875,12,77.047601
11.055556,12,77.167286
3.930526,5,77.218803
11.083333,12,77.338115
5.76386,7,77.409424
4.847193,6,77.469882
3.030723,4,77.510628
4.816765,6,77.571626
10.139875,12,77.692989
11.055556,12,77.813282
9.763625,12,77.936532
4.831454,6,77.998252
4.790258,6,78.058627
4.005556,5,78.108787
8.123009,10,78.208996
10.19543,12,78.32807
6.600501,8,78.410161
3.930526,5,78.46049
5.719721,7,78.531192
5.663721,7,78.603249
5.861111,7,78.674815
10.790214,13,78.806197
10.139875,12,78.927078
3.904658,5,78.977982
3.076568,4,79.018489
5.733431,7,79.090036
3.930526,5,79.141103
10.139875,12,79.261597
5.694982,7,79.333014
10.139875,12,79.453515
10.563375,12,79.576297
3.947389,5,79.627492
11.027778,12,79.747903
3.097193,4,79.78907
4.790258,6,79.850665
3.830387,5,79.900923
10.65263,13,80.035979
3.830387,5,80.087059
5.826568,7,80.15634
10.563375,12,80.27675
3.965457,5,80.325986
3.01386,4,80.3669
10.139875,12,80.486614
6.571325,8,80.566824
4.772411,6,80.626138
10.139875,12,80.745178
3.088889,4,80.78532
3.030723,4,80.825376
9.943157,12,80.942624
3.886388,5,80.992388
3.942565,5,81.042188
5.748121,7,81.112081
10.139875,12,81.231328
4.778315,6,81.291565
4.790258,6,81.350129
5.728987,7,81.420246
4.027778,5,81.469507
10.139875,12,81.586637
3.138889,4,81.625995
5.733431,7,81.69558
10.139875,12,81.81325
5.683835,7,81.882989
10.139875,12,82.002156
3.901369,5,82.051984
5.888889,7,82.120382
10.167653,12,82.238107
3.886388,5,82.288948
5.76386,7,82.358232
5.748121,7,82.426881
4.81232,6,82.485487
5.788894,7,82.553766
4.767168,6,82.61239
10.223208,12,82.730402
4.767168,6,82.789724
3.900098,5,82.839404
3.04879,4,82.87943
5.733431,7,82.948988
3.068148,4,82.988904
5.76386,7,83.058387
3.821325,5,83.107564
3.947389,5,83.156857
3.840098,5,83.206654
4.767168,6,83.266144
3.850501,5,83.316055
3.984815,5,83.365999
3.030723,4,83.405781
6.580387,8,83.485927
5.818148,7,83.554764
4.005556,5,83.603963
5.818148,7,83.673465
5.780723,7,83.743263
4.027778,5,83.793887
3.068148,4,83.834686
3.088889,4,83.876956
4.747054,6,83.937354
10.139875,12,84.055622
3.840098,5,84.105164
10.19543,12,84.223195
4.803054,6,84.283336
10.139875,12,84.402496
4.021012,5,84.451131
4.798444,6,84.509689
5.76386,7,84.578692
5.838889,7,84.649032
4.027778,5,84.698614
4.778315,6,84.757852
4.816765,6,84.817013
2.998121,4,84.856907
