#{"t_start": 1744660942.2787075, "env_id": "highway-fast-v0"}
r,l,t
23.085602,30,312.260459
24.853192,30,312.679374
25.752932,30,313.098573
9.897337,11,313.255121
24.153555,30,313.674927
9.91249,11,313.832513
20.953555,30,314.256914
5.480083,7,314.358482
13.316073,16,314.583713
23.652924,30,315.006434
25.548438,30,315.454165
25.718919,30,315.899166
25.620221,30,316.341534
8.98017,11,316.506807
23.429778,26,316.890901
23.028671,29,317.320212
9.934656,12,317.498459
2.912841,4,317.559728
24.996632,30,317.999268
24.818562,30,318.443887
9.711824,11,318.607108
24.850372,30,319.053865
23.318525,29,319.48223
23.685581,30,319.919773
25.285405,30,320.362457
18.413261,24,320.713886
14.88569,20,321.006123
24.419703,30,321.448516
24.253092,30,321.895175
25.752582,30,322.342196
22.017109,30,322.778773
10.117897,13,322.97456
21.868707,30,323.416836
14.031772,19,323.698702
8.798697,11,323.862129
2.013463,3,323.909227
22.285599,30,324.354861
24.052187,30,324.798185
23.085282,30,325.233736
23.965637,30,325.675989
24.583897,30,326.125095
12.51183,15,326.347429
26.119223,30,326.793731
23.782991,30,327.24124
21.253092,30,327.680079
24.965931,30,328.116435
24.553555,30,328.558651
24.252925,30,328.998531
23.400018,28,329.41932
5.153502,7,329.528495
24.800037,30,329.968225
23.083058,30,330.416195
22.220221,30,330.861543
23.718933,30,331.305582
23.951386,30,331.74985
22.385803,30,332.206102
24.144555,30,332.644093
23.765392,30,333.085722
23.585532,30,333.52795
23.052226,30,333.964781
2.013463,3,334.011739
22.56607,30,334.463285
9.886266,14,334.672701
25.917904,30,335.113969
21.635319,29,335.548856
16.317287,22,335.872487
16.864927,21,336.187112
24.816466,30,336.62875
19.064355,24,336.980637
23.486888,30,337.427859
23.318396,30,337.873139
26.260806,30,338.315419
7.701368,10,338.46722
22.753082,30,338.915462
13.411836,15,339.139757
10.935996,14,339.350147
25.914221,30,339.792719
24.217772,30,340.233811
24.019599,30,340.672537
23.05293,30,341.120015
22.952932,30,341.566252
5.385599,7,341.673217
2.813158,4,341.735373
23.619363,30,342.17382
24.116449,30,342.620044
24.952687,30,343.070592
24.202189,30,343.514396
