#{"t_start": 1743031781.3462484, "env_id": "highway-fast-v0"}
r,l,t
4.645829,6,1472.642662
6.978019,8,1473.863154
13.944864,16,1476.337634
4.945974,6,1477.194347
22.814831,30,1481.720858
25.577882,30,1486.362436
14.677493,18,1489.001626
6.683874,8,1490.153858
10.93356,12,1491.988156
23.146444,30,1496.080396
8.819598,12,1497.913088
23.049603,30,1502.492367
14.011543,17,1505.007035
23.800733,30,1509.593662
2.547907,4,1510.179798
28.942976,30,1514.82622
17.928188,20,1517.921456
24.919598,30,1522.478576
24.883675,30,1527.066203
8.811823,11,1528.763259
10.19509,12,1530.431902
18.361664,22,1533.810669
14.533559,16,1536.30001
23.486583,30,1540.828185
5.046446,6,1541.679305
5.678025,7,1542.757421
24.384655,30,1547.305559
24.06537,30,1551.871245
19.552296,27,1555.968081
26.976087,30,1560.597052
25.716936,30,1565.199485
23.518715,30,1569.818417
6.634312,9,1571.21666
10.91249,12,1573.07036
23.510539,29,1577.267363
22.286888,30,1581.249584
25.61902,30,1585.061273
6.219779,8,1586.067151
21.652659,30,1589.718197
25.620221,30,1593.261057
23.619917,30,1596.647682
23.086265,30,1600.568914
20.11183,25,1603.634461
7.416509,9,1604.633718
11.845869,14,1606.184049
5.212154,6,1606.821201
23.318947,30,1610.570887
12.795096,15,1612.5523
8.965702,11,1614.036904
18.232135,27,1618.08661
12.11153,14,1620.261068
6.878844,8,1621.329062
22.786121,30,1625.910285
12.94371,15,1628.227547
22.286888,30,1632.767055
5.952475,8,1633.988797
9.182942,12,1635.82645
14.13067,16,1638.255823
25.585599,30,1642.876151
7.633223,9,1644.213231
24.119206,30,1648.814276
9.612489,11,1650.513085
24.484671,30,1655.104967
10.881969,14,1657.254838
15.51976,21,1660.288081
6.4,9,1661.569765
9.444285,11,1663.239239
10.544213,12,1665.10013
15.593773,19,1667.926039
8.643914,10,1669.424229
24.484641,30,1674.006258
24.948916,30,1678.563413
23.06933,30,1683.094516
8.279829,11,1684.841474
23.385647,30,1689.397519
6.282781,8,1690.55122
22.58537,30,1695.10847
24.150964,30,1699.779595
14.598418,17,1702.272556
24.797111,30,1706.900762
24.118932,30,1711.495953
7.086888,10,1712.967921
23.086266,30,1717.577032
27.409265,30,1722.103674
23.396924,29,1726.547745
8.886881,11,1728.159176
23.185599,30,1732.449318
22.020221,30,1736.800271
23.185599,30,1741.454705
7.715775,10,1743.048951
15.93067,17,1745.668153
22.652266,30,1750.303347
22.820181,30,1754.85216
24.1514,30,1759.506238
24.019598,30,1764.217462
13.818932,20,1767.355029
24.719126,30,1771.593504
9.580169,12,1773.062021
23.752892,30,1776.623478
22.719831,30,1780.51684
23.649253,30,1784.045798
23.486888,30,1788.117713
6.68124,9,1789.083268
22.518932,30,1792.503135
8.445351,10,1793.704662
15.901334,21,1796.526054
23.086265,30,1799.893072
6.579308,8,1800.940174
23.619599,30,1804.576067
24.418933,30,1808.910732
7.93356,9,1810.169091
23.018932,30,1814.638143
26.619114,30,1818.987823
22.051817,30,1823.495087
22.420221,30,1827.915568
15.353555,20,1830.881032
22.82022,30,1834.994239
17.352932,22,1838.187568
23.318628,30,1842.652202
5.445824,7,1843.650339
25.785929,30,1848.175314
25.584521,30,1852.758567
22.486492,30,1857.187594
13.229738,15,1859.474982
13.83209,18,1862.131817
22.686264,30,1866.704746
16.646445,18,1869.346069
19.664892,22,1872.669023
26.817384,30,1877.071165
17.919598,25,1880.817226
3.199377,5,1881.559722
9.582748,11,1883.234348
7.745823,9,1884.56206
12.180589,17,1887.156244
28.250342,30,1891.663622
15.74525,20,1894.695725
7.046446,8,1895.770532
26.119291,30,1900.29431
8.444199,10,1901.791211
4.985248,7,1902.782989
14.70103,17,1905.410508
25.185592,30,1909.950543
22.682074,27,1914.049613
12.012182,13,1916.004806
22.186265,30,1920.355792
24.551324,30,1924.953058
22.786888,30,1929.480301
6.051433,8,1930.670714
26.32954,30,1935.277575
22.319019,30,1939.695877
11.6648,15,1941.969733
23.219598,30,1946.433588
18.747547,25,1950.276329
8.429576,10,1951.789781
13.446815,15,1954.037953
25.484397,30,1958.167235
22.802617,30,1961.734497
23.445712,30,1965.322643
23.550978,30,1968.626114
10.814446,14,1970.455495
23.085991,30,1974.132165
9.66291,11,1975.579852
23.886888,30,1979.261996
7.745157,9,1980.302205
14.432393,18,1982.39437
24.279163,30,1985.917655
24.484641,30,1989.781254
10.432044,13,1991.262751
4.266621,6,1991.91769
11.944544,13,1993.433337
18.77774,21,1995.77501
11.879157,13,1997.614883
6.646446,8,1998.652953
20.31218,26,2001.629211
24.512887,30,2005.790327
4.166044,6,2006.701023
8.585593,11,2008.261405
17.886888,24,2011.918323
23.753555,30,2016.057618
22.718036,30,2020.6718
21.352932,26,2024.664359
25.450671,30,2029.300198
17.077802,21,2032.493818
24.632095,30,2037.118992
23.753555,30,2041.633347
24.752155,30,2046.259096
7.366044,10,2047.817254
26.19286,30,2052.507333
6.379157,8,2053.748105
24.183712,30,2058.389988
24.868012,30,2063.070008
22.219018,30,2067.680823
27.451666,30,2072.026644
23.550672,30,2076.715013
8.186019,10,2078.080887
26.018805,30,2082.669813
6.379157,8,2083.868939
21.366092,30,2088.513871
15.445501,18,2091.271711
25.052932,30,2095.917679
27.048765,30,2100.540439
14.91882,16,2103.015955
19.760222,22,2106.417737
8.032131,11,2108.073267
25.552871,30,2112.726929
20.935996,30,2117.447547
16.846617,21,2120.717809
12.862899,15,2122.894631
24.419599,30,2127.602158
6.596243,8,2128.795605
25.016691,30,2133.502025
20.720215,30,2138.147257
10.91249,12,2139.981048
25.086265,30,2144.641116
4.112641,5,2145.321411
22.662481,27,2149.589884
23.449609,30,2154.270039
24.035995,30,2158.4624
6.310896,8,2159.54226
13.449603,17,2161.842705
22.177404,24,2164.496361
9.111352,11,2165.987985
20.952932,30,2169.719932
26.51628,30,2173.383064
24.277789,30,2177.031719
23.185686,30,2180.919101
4.8,7,2181.773024
20.953555,30,2185.572924
16.801374,22,2188.327114
8.385562,11,2189.693465
12.046445,13,2191.064697
23.753555,30,2194.752004
23.884297,30,2198.974897
20.527032,24,2202.689477
10.544879,12,2204.552576
10.876092,13,2206.560118
9.730723,12,2208.312587
24.201112,30,2212.993088
18.012184,19,2215.864649
23.684641,30,2220.53464
25.616772,30,2225.164429
5.585598,8,2226.409359
8.495428,10,2227.956301
7.629382,9,2229.408341
14.22022,17,2231.877386
8.051068,11,2233.546393
24.201327,30,2238.237841
24.020221,30,2242.844815
17.419136,22,2246.200114
22.520221,30,2250.70434
6.279245,8,2251.93171
21.249953,30,2256.629846
8.678835,10,2258.064198
15.04653,17,2260.558981
23.120221,30,2264.986595
6.399377,9,2266.457531
22.684964,30,2271.075121
24.083423,30,2275.664719
23.718788,30,2280.368706
12.998183,18,2283.145494
20.818699,30,2287.864609
13.484656,16,2290.349273
23.852623,30,2294.917562
25.352932,30,2299.596544
6.696094,9,2300.937256
16.197337,17,2303.622902
5.599377,8,2304.851886
11.496865,13,2306.756811
22.785598,30,2311.125234
24.020221,30,2315.677063
23.651956,30,2320.378137
20.819599,30,2324.82774
26.351145,30,2329.362631
10.683874,12,2331.154292
22.315131,30,2335.905375
6.784865,8,2337.123809
5.579779,7,2338.045902
23.118656,30,2342.690693
7.744865,9,2343.986561
11.686266,15,2346.336837
22.785377,30,2350.774994
11.684413,14,2352.944613
23.585598,30,2356.909936
7.216586,9,2357.957704
16.311873,20,2360.50834
25.719263,30,2364.054601
22.817991,30,2367.932885
13.753548,16,2369.723728
25.752932,30,2373.404203
16.410115,18,2375.723485
9.052926,12,2377.324274
6.399377,9,2378.383872
7.06933,10,2379.525159
10.718835,12,2381.062605
6.496865,8,2382.005254
23.053082,30,2385.78712
4.879163,6,2386.606766
13.631719,17,2388.357548
26.785127,30,2392.009584
22.183999,27,2395.3049
8.153502,10,2396.415931
23.264124,30,2399.996042
18.246498,20,2402.801599
23.318926,30,2407.367864
25.485599,30,2411.906924
25.143614,27,2416.123959
10.113152,12,2417.974246
23.349389,30,2422.514825
9.683874,11,2423.988107
24.51653,30,2428.628279
22.976729,29,2432.990183
22.553555,30,2437.253792
22.852265,30,2441.764992
18.613778,23,2445.334617
23.39524,30,2450.000722
24.283649,30,2454.576689
8.78217,12,2456.445582
9.633333,13,2458.289527
6.93067,8,2459.39692
24.420221,30,2464.005725
23.885008,30,2468.622225
1.665465,3,2469.101821
10.352628,13,2471.075991
25.053092,30,2475.682237
7.619871,10,2477.137233
25.352011,30,2481.5237
15.086537,18,2484.289262
14.400847,18,2486.91747
22.316573,30,2491.286839
24.264792,26,2495.304724
6.365754,8,2496.490428
25.300732,30,2501.181326
23.685206,30,2505.513795
24.067098,30,2510.211745
26.61568,30,2514.885876
23.396538,30,2519.542057
24.385599,30,2524.030717
21.05325,28,2528.011315
24.020221,30,2532.478765
25.885118,30,2537.17418
21.086262,30,2541.867653
9.046445,10,2543.405028
9.550069,11,2545.016221
18.396916,21,2548.320725
22.185935,30,2553.013078
24.317827,30,2556.721795
9.249597,11,2558.15371
5.61264,7,2559.009779
22.784659,30,2562.914042
23.612682,30,2566.558381
26.084199,30,2570.442514
22.419598,30,2574.281062
23.486266,30,2577.985114
23.185599,30,2581.951243
8.87882,10,2583.115411
21.486888,30,2587.112808
24.451825,30,2590.583053
24.963112,30,2594.858285
25.785598,30,2599.391809
24.285954,30,2603.830219
23.852266,30,2608.317061
10.919545,14,2610.355251
23.019599,30,2614.948559
10.178018,12,2616.786859
13.749917,16,2619.128548
22.065378,30,2623.710047
23.565423,30,2628.233031
14.819244,19,2631.10027
25.283449,30,2635.647131
18.968126,25,2639.480893
25.477585,30,2644.045795
25.397085,28,2648.273684
6.513112,8,2649.447983
25.110587,30,2653.946372
17.72947,22,2656.986501
19.819294,27,2661.076884
25.783732,30,2665.626421
7.495404,10,2667.095447
23.620221,30,2671.625139
22.152931,30,2676.190136
10.150541,12,2677.89529
23.486888,30,2682.028145
22.686888,30,2686.276045
25.466044,30,2690.82201
23.595139,30,2695.356397
16.26457,22,2698.640928
9.168035,12,2700.432687
21.765051,27,2704.475077
24.718006,30,2709.03703
5.665695,7,2710.13903
3.930677,5,2710.833804
5.632131,8,2712.048031
24.520221,30,2716.473839
6.784865,8,2717.690395
15.010059,17,2720.303994
24.885944,30,2724.853543
20.720221,27,2728.869225
8.013112,9,2730.259902
23.995187,30,2734.671287
23.452265,30,2739.200988
23.664284,30,2743.511304
6.718582,9,2744.544384
22.783897,30,2748.578668
10.395771,12,2749.981206
25.652596,30,2753.703715
24.884641,30,2757.643972
24.328489,30,2761.689235
24.264912,30,2765.524804
10.012642,12,2767.151489
25.751167,30,2770.893627
4.279308,5,2771.568555
1.118234,2,2771.822185
13.417365,16,2773.455274
24.686888,30,2777.047956
25.685781,30,2780.439029
19.253555,28,2784.370223
5.930049,7,2785.40956
25.168552,30,2789.954407
24.913119,30,2794.223669
26.429947,30,2798.846264
25.583287,30,2803.382181
10.897337,12,2805.085646
24.485954,30,2809.513254
23.586583,30,2814.000659
22.952932,30,2818.554613
24.79936,30,2823.113503
19.585599,24,2826.761168
27.496367,30,2831.341653
26.316683,30,2835.859623
18.317126,20,2838.940984
23.086842,30,2843.487729
22.520221,30,2847.884932
23.419598,30,2852.533325
6.052302,9,2853.915332
